model,param1,value1,param2,value2,deltaB_FIRAS,deltaB_over_Bcmb,compatible
log_sigmoid,lambda_c_m,1.64130719537513e-06,sharpness,2.0,8.255519586414239e-07,1.0763389291283232e-05,True
log_sigmoid,lambda_c_m,1.64130719537513e-06,sharpness,4.0,8.930467476631065e-12,1.1643373502778442e-10,True
log_sigmoid,lambda_c_m,1.64130719537513e-06,sharpness,8.0,0.0,0.0,True
log_sigmoid,lambda_c_m,1.64130719537513e-06,sharpness,16.0,0.0,0.0,True
log_sigmoid,lambda_c_m,1.64130719537513e-06,sharpness,32.0,0.0,0.0,True
log_sigmoid,lambda_c_m,1.8988078244652614e-06,sharpness,2.0,1.1049054121498036e-06,1.4405546442631077e-05,True
log_sigmoid,lambda_c_m,1.8988078244652614e-06,sharpness,4.0,1.599702315058238e-11,2.0856614277160857e-10,True
log_sigmoid,lambda_c_m,1.8988078244652614e-06,sharpness,8.0,0.0,0.0,True
log_sigmoid,lambda_c_m,1.8988078244652614e-06,sharpness,16.0,0.0,0.0,True
log_sigmoid,lambda_c_m,1.8988078244652614e-06,sharpness,32.0,0.0,0.0,True
log_sigmoid,lambda_c_m,2.196707090793235e-06,sharpness,2.0,1.478785732200727e-06,1.9280126886580532e-05,True
log_sigmoid,lambda_c_m,2.196707090793235e-06,sharpness,4.0,2.8655203210270486e-11,3.736010848796673e-10,True
log_sigmoid,lambda_c_m,2.196707090793235e-06,sharpness,8.0,0.0,0.0,True
log_sigmoid,lambda_c_m,2.196707090793235e-06,sharpness,16.0,0.0,0.0,True
log_sigmoid,lambda_c_m,2.196707090793235e-06,sharpness,32.0,0.0,0.0,True
log_sigmoid,lambda_c_m,2.541343036702639e-06,sharpness,2.0,1.9791772151028786e-06,2.5804135790128794e-05,True
log_sigmoid,lambda_c_m,2.541343036702639e-06,sharpness,4.0,5.1329621109097445e-11,6.692258293233043e-10,True
log_sigmoid,lambda_c_m,2.541343036702639e-06,sharpness,8.0,0.0,0.0,True
log_sigmoid,lambda_c_m,2.541343036702639e-06,sharpness,16.0,0.0,0.0,True
log_sigmoid,lambda_c_m,2.541343036702639e-06,sharpness,32.0,0.0,0.0,True
log_sigmoid,lambda_c_m,2.9400480643347136e-06,sharpness,2.0,2.6488852796907603e-06,3.453566205594211e-05,True
log_sigmoid,lambda_c_m,2.9400480643347136e-06,sharpness,4.0,9.194592309746952e-11,1.198773443252536e-09,True
log_sigmoid,lambda_c_m,2.9400480643347136e-06,sharpness,8.0,0.0,0.0,True
log_sigmoid,lambda_c_m,2.9400480643347136e-06,sharpness,16.0,0.0,0.0,True
log_sigmoid,lambda_c_m,2.9400480643347136e-06,sharpness,32.0,0.0,0.0,True
log_sigmoid,lambda_c_m,3.401304938279253e-06,sharpness,2.0,3.545196628235159e-06,4.622159880358747e-05,True
log_sigmoid,lambda_c_m,3.401304938279253e-06,sharpness,4.0,1.6470133590296143e-10,2.1473446662706836e-09,True
log_sigmoid,lambda_c_m,3.401304938279253e-06,sharpness,8.0,0.0,0.0,True
log_sigmoid,lambda_c_m,3.401304938279253e-06,sharpness,16.0,0.0,0.0,True
log_sigmoid,lambda_c_m,3.401304938279253e-06,sharpness,32.0,0.0,0.0,True
log_sigmoid,lambda_c_m,3.934927263095845e-06,sharpness,2.0,4.74477671057183e-06,6.186149557460012e-05,True
log_sigmoid,lambda_c_m,3.934927263095845e-06,sharpness,4.0,2.950269334389688e-10,3.846504999204287e-09,True
log_sigmoid,lambda_c_m,3.934927263095845e-06,sharpness,8.0,0.0,0.0,True
log_sigmoid,lambda_c_m,3.934927263095845e-06,sharpness,16.0,0.0,0.0,True
log_sigmoid,lambda_c_m,3.934927263095845e-06,sharpness,32.0,0.0,0.0,True
log_sigmoid,lambda_c_m,4.55226827550731e-06,sharpness,2.0,6.350222188686305e-06,8.279298811846551e-05,True
log_sigmoid,lambda_c_m,4.55226827550731e-06,sharpness,4.0,5.284771648073061e-10,6.890184678061357e-09,True
log_sigmoid,lambda_c_m,4.55226827550731e-06,sharpness,8.0,0.0,0.0,True
log_sigmoid,lambda_c_m,4.55226827550731e-06,sharpness,16.0,0.0,0.0,True
log_sigmoid,lambda_c_m,4.55226827550731e-06,sharpness,32.0,0.0,0.0,True
log_sigmoid,lambda_c_m,5.266462393484281e-06,sharpness,2.0,8.498826658889791e-06,0.00011080608420977562,True
log_sigmoid,lambda_c_m,5.266462393484281e-06,sharpness,4.0,9.466529365953491e-10,1.2342280790030626e-08,True
log_sigmoid,lambda_c_m,5.266462393484281e-06,sharpness,8.0,1.3877787807814457e-17,1.8093595577333058e-16,True
log_sigmoid,lambda_c_m,5.266462393484281e-06,sharpness,16.0,0.0,0.0,True
log_sigmoid,lambda_c_m,5.266462393484281e-06,sharpness,32.0,0.0,0.0,True
log_sigmoid,lambda_c_m,6.092704661368686e-06,sharpness,2.0,1.1374305391761985e-05,0.00014829602857577555,False
log_sigmoid,lambda_c_m,6.092704661368686e-06,sharpness,4.0,1.6957246717907992e-09,2.210853548619034e-08,True
log_sigmoid,lambda_c_m,6.092704661368686e-06,sharpness,8.0,2.7755575615628914e-17,3.6187191154666115e-16,True
log_sigmoid,lambda_c_m,6.092704661368686e-06,sharpness,16.0,0.0,0.0,True
log_sigmoid,lambda_c_m,6.092704661368686e-06,sharpness,32.0,0.0,0.0,True
log_sigmoid,lambda_c_m,7.048574036451903e-06,sharpness,2.0,1.5222474692030974e-05,0.0001984677274058797,False
log_sigmoid,lambda_c_m,7.048574036451903e-06,sharpness,4.0,3.0375251758307797e-09,3.960267504342607e-08,True
log_sigmoid,lambda_c_m,7.048574036451903e-06,sharpness,8.0,1.249000902703301e-16,1.6284236019599753e-15,True
log_sigmoid,lambda_c_m,7.048574036451903e-06,sharpness,16.0,0.0,0.0,True
log_sigmoid,lambda_c_m,7.048574036451903e-06,sharpness,32.0,0.0,0.0,True
log_sigmoid,lambda_c_m,8.15440739518517e-06,sharpness,2.0,2.0372213881084122e-05,0.00026560904668949313,False
log_sigmoid,lambda_c_m,8.15440739518517e-06,sharpness,4.0,5.441071440626111e-09,7.093965372393886e-08,True
log_sigmoid,lambda_c_m,8.15440739518517e-06,sharpness,8.0,3.885780586188048e-16,5.0662067616532566e-15,True
log_sigmoid,lambda_c_m,8.15440739518517e-06,sharpness,16.0,0.0,0.0,True
log_sigmoid,lambda_c_m,8.15440739518517e-06,sharpness,32.0,0.0,0.0,True
log_sigmoid,lambda_c_m,9.433732216299773e-06,sharpness,2.0,2.7263479231709464e-05,0.00035545605256466056,False
log_sigmoid,lambda_c_m,9.433732216299773e-06,sharpness,4.0,9.746506143826217e-09,1.270730918360654e-07,True
log_sigmoid,lambda_c_m,9.433732216299773e-06,sharpness,8.0,1.2490009027033011e-15,1.6284236019599753e-14,True
log_sigmoid,lambda_c_m,9.433732216299773e-06,sharpness,16.0,0.0,0.0,True
log_sigmoid,lambda_c_m,9.433732216299773e-06,sharpness,32.0,0.0,0.0,True
log_sigmoid,lambda_c_m,1.0913767146512737e-05,sharpness,2.0,3.648472350206711e-05,0.00047568088007910174,False
log_sigmoid,lambda_c_m,1.0913767146512737e-05,sharpness,4.0,1.7458763199029725e-08,2.276240312780929e-07,True
log_sigmoid,lambda_c_m,1.0913767146512737e-05,sharpness,8.0,3.969047313034935e-15,5.1747683351172546e-14,True
log_sigmoid,lambda_c_m,1.0913767146512737e-05,sharpness,16.0,0.0,0.0,True
log_sigmoid,lambda_c_m,1.0913767146512737e-05,sharpness,32.0,0.0,0.0,True
log_sigmoid,lambda_c_m,1.2626001098748577e-05,sharpness,2.0,4.882284541124493e-05,0.0006365429649445232,False
log_sigmoid,lambda_c_m,1.2626001098748577e-05,sharpness,4.0,3.12736054969287e-08,4.0773931547495046e-07,True
log_sigmoid,lambda_c_m,1.2626001098748577e-05,sharpness,8.0,1.2753686995381486e-14,1.662801433556908e-13,True
log_sigmoid,lambda_c_m,1.2626001098748577e-05,sharpness,16.0,0.0,0.0,True
log_sigmoid,lambda_c_m,1.2626001098748577e-05,sharpness,32.0,0.0,0.0,True
log_sigmoid,lambda_c_m,1.4606863203649888e-05,sharpness,2.0,6.532980463416771e-05,0.000851757557159944,False
log_sigmoid,lambda_c_m,1.4606863203649888e-05,sharpness,4.0,5.601990531178824e-08,7.303768619529105e-07,True
log_sigmoid,lambda_c_m,1.4606863203649888e-05,sharpness,8.0,4.091171845743702e-14,5.333991976197786e-13,True
log_sigmoid,lambda_c_m,1.4606863203649888e-05,sharpness,16.0,0.0,0.0,True
log_sigmoid,lambda_c_m,1.4606863203649888e-05,sharpness,32.0,0.0,0.0,True
log_sigmoid,lambda_c_m,1.6898497868124585e-05,sharpness,2.0,8.74113552033623e-05,0.0011396526102133283,False
log_sigmoid,lambda_c_m,1.6898497868124585e-05,sharpness,4.0,1.003475275096477e-07,1.3083119623161369e-06,True
log_sigmoid,lambda_c_m,1.6898497868124585e-05,sharpness,8.0,1.3128387266192476e-13,1.7116541416157073e-12,True
log_sigmoid,lambda_c_m,1.6898497868124585e-05,sharpness,16.0,0.0,0.0,True
log_sigmoid,lambda_c_m,1.6898497868124585e-05,sharpness,32.0,0.0,0.0,True
log_sigmoid,lambda_c_m,1.9549661430912596e-05,sharpness,2.0,0.00011694504899303904,0.0015247072880448375,False
log_sigmoid,lambda_c_m,1.9549661430912596e-05,sharpness,4.0,1.7975078002441247e-07,2.3435564540340606e-06,True
log_sigmoid,lambda_c_m,1.9549661430912596e-05,sharpness,8.0,4.2126024890620783e-13,5.49231093749945e-12,True
log_sigmoid,lambda_c_m,1.9549661430912596e-05,sharpness,16.0,0.0,0.0,True
log_sigmoid,lambda_c_m,1.9549661430912596e-05,sharpness,32.0,0.0,0.0,True
log_sigmoid,lambda_c_m,2.2616759492228645e-05,sharpness,2.0,0.00015643682040573925,0.002039593486385127,False
log_sigmoid,lambda_c_m,2.2616759492228645e-05,sharpness,4.0,3.2198418083162483e-07,4.197968459343218e-06,True
log_sigmoid,lambda_c_m,2.2616759492228645e-05,sharpness,8.0,1.351696532481128e-12,1.76231620923224e-11,True
log_sigmoid,lambda_c_m,2.2616759492228645e-05,sharpness,16.0,0.0,0.0,True
log_sigmoid,lambda_c_m,2.2616759492228645e-05,sharpness,32.0,0.0,0.0,True
log_sigmoid,lambda_c_m,2.6165046987488235e-05,sharpness,2.0,0.00020922815130573758,0.0027278768097227842,False
log_sigmoid,lambda_c_m,2.6165046987488235e-05,sharpness,4.0,5.76763341850195e-07,7.519730662975162e-06,True
log_sigmoid,lambda_c_m,2.6165046987488235e-05,sharpness,8.0,4.337225023576252e-12,5.654791425783901e-11,True
log_sigmoid,lambda_c_m,2.6165046987488235e-05,sharpness,16.0,0.0,0.0,True
log_sigmoid,lambda_c_m,2.6165046987488235e-05,sharpness,32.0,0.0,0.0,True
log_sigmoid,lambda_c_m,3.027001653763468e-05,sharpness,2.0,0.0002797690559056959,0.003647575696293297,False
log_sigmoid,lambda_c_m,3.027001653763468e-05,sharpness,4.0,1.0331410607716807e-06,1.346989648985242e-05,True
log_sigmoid,lambda_c_m,3.027001653763468e-05,sharpness,8.0,1.3916853780493454e-11,1.814452904888325e-10,True
log_sigmoid,lambda_c_m,3.027001653763468e-05,sharpness,16.0,0.0,0.0,True
log_sigmoid,lambda_c_m,3.027001653763468e-05,sharpness,32.0,0.0,0.0,True
log_sigmoid,lambda_c_m,3.501900461431713e-05,sharpness,2.0,0.00037397583635956355,0.0048758257673997855,False
log_sigmoid,lambda_c_m,3.501900461431713e-05,sharpness,4.0,1.8506297963516438e-06,2.412815901371113e-05,True
log_sigmoid,lambda_c_m,3.501900461431713e-05,sharpness,8.0,4.465500191841443e-11,5.822034148424306e-10,True
log_sigmoid,lambda_c_m,3.501900461431713e-05,sharpness,16.0,0.0,0.0,True
log_sigmoid,lambda_c_m,3.501900461431713e-05,sharpness,32.0,0.0,0.0,True
log_sigmoid,lambda_c_m,4.051304969235378e-05,sharpness,2.0,0.0004996964355263728,0.006514947008166528,False
log_sigmoid,lambda_c_m,4.051304969235378e-05,sharpness,4.0,3.314941095025614e-06,4.321957099120748e-05,True
log_sigmoid,lambda_c_m,4.051304969235378e-05,sharpness,8.0,1.432845092574908e-10,1.86811615720327e-09,True
log_sigmoid,lambda_c_m,4.051304969235378e-05,sharpness,16.0,0.0,0.0,True
log_sigmoid,lambda_c_m,4.051304969235378e-05,sharpness,32.0,0.0,0.0,True
log_sigmoid,lambda_c_m,4.686904192314192e-05,sharpness,2.0,0.0006673095180724231,0.008700254472912948,False
log_sigmoid,lambda_c_m,4.686904192314192e-05,sharpness,4.0,5.937799382321751e-06,7.741589807459909e-05,True
log_sigmoid,lambda_c_m,4.686904192314192e-05,sharpness,8.0,4.597569963626924e-10,5.994224202903421e-09,True
log_sigmoid,lambda_c_m,4.686904192314192e-05,sharpness,16.0,0.0,0.0,True
log_sigmoid,lambda_c_m,4.686904192314192e-05,sharpness,32.0,0.0,0.0,True
log_sigmoid,lambda_c_m,5.422221006501592e-05,sharpness,2.0,0.0008904846300530345,0.011609969101082586,False
log_sigmoid,lambda_c_m,5.422221006501592e-05,sharpness,4.0,1.063563620229413e-05,0.0001386654002906666,False
log_sigmoid,lambda_c_m,5.422221006501592e-05,sharpness,8.0,1.475222249913699e-09,1.923366688283832e-08,True
log_sigmoid,lambda_c_m,5.422221006501592e-05,sharpness,16.0,2.7755575615628914e-17,3.6187191154666115e-16,True
log_sigmoid,lambda_c_m,5.422221006501592e-05,sharpness,32.0,0.0,0.0,True
log_sigmoid,lambda_c_m,6.272899858196256e-05,sharpness,2.0,0.0011871270682817375,0.015477536744220827,False
log_sigmoid,lambda_c_m,6.272899858196256e-05,sharpness,4.0,1.904935960039822e-05,0.00024836192438589596,False
log_sigmoid,lambda_c_m,6.272899858196256e-05,sharpness,8.0,4.733545458379673e-09,6.171506464641034e-08,True
log_sigmoid,lambda_c_m,6.272899858196256e-05,sharpness,16.0,2.914335439641036e-16,3.799655071239943e-15,True
log_sigmoid,lambda_c_m,6.272899858196256e-05,sharpness,32.0,0.0,0.0,True
log_sigmoid,lambda_c_m,7.257039612324216e-05,sharpness,2.0,0.0015805174187668303,0.020606485251197265,False
log_sigmoid,lambda_c_m,7.257039612324216e-05,sharpness,4.0,3.411611697136385e-05,0.0004447994390008325,False
log_sigmoid,lambda_c_m,7.257039612324216e-05,sharpness,8.0,1.5188525229192784e-08,1.9802510077174423e-07,True
log_sigmoid,lambda_c_m,7.257039612324216e-05,sharpness,16.0,3.011479954295737e-15,3.9263102402812735e-14,True
log_sigmoid,lambda_c_m,7.257039612324216e-05,sharpness,32.0,0.0,0.0,True
log_sigmoid,lambda_c_m,8.39557861999512e-05,sharpness,2.0,0.0021006238486613593,0.02738753388085214,False
log_sigmoid,lambda_c_m,8.39557861999512e-05,sharpness,4.0,6.109016824230873e-05,0.0007964819849062416,False
log_sigmoid,lambda_c_m,8.39557861999512e-05,sharpness,8.0,4.8735399549304503e-08,6.354028624420404e-07,True
log_sigmoid,lambda_c_m,8.39557861999512e-05,sharpness,16.0,3.096134459923405e-14,4.0366811733030054e-13,True
log_sigmoid,lambda_c_m,8.39557861999512e-05,sharpness,32.0,0.0,0.0,True
log_sigmoid,lambda_c_m,9.712740198471168e-05,sharpness,2.0,0.0027855026461533483,0.036316853274489545,False
log_sigmoid,lambda_c_m,9.712740198471168e-05,sharpness,4.0,0.00010936094378197203,0.0014258271679526992,False
log_sigmoid,lambda_c_m,9.712740198471168e-05,sharpness,8.0,1.5637705695625836e-07,2.0388143019068885e-06,True
log_sigmoid,lambda_c_m,9.712740198471168e-05,sharpness,16.0,3.188144193089215e-13,4.156641711980723e-12,True
log_sigmoid,lambda_c_m,9.712740198471168e-05,sharpness,32.0,0.0,0.0,True
log_sigmoid,lambda_c_m,0.00011236548001387516,sharpness,2.0,0.0036825923749685685,0.04801293839593961,False
log_sigmoid,lambda_c_m,0.00011236548001387516,sharpness,4.0,0.00019567578752703596,0.0025511836704959056,False
log_sigmoid,lambda_c_m,0.00011236548001387516,sharpness,8.0,5.017648027211274e-07,6.541913985933864e-06,True
log_sigmoid,lambda_c_m,0.00011236548001387516,sharpness,16.0,3.282540905757969e-12,4.279714349097743e-11,True
log_sigmoid,lambda_c_m,0.00011236548001387516,sharpness,32.0,0.0,0.0,True
log_sigmoid,lambda_c_m,0.00012999422244132475,sharpness,2.0,0.004849531401401708,0.06322726729337298,False
log_sigmoid,lambda_c_m,0.00012999422244132475,sharpness,4.0,0.0003498048322792269,0.004560688817199829,False
log_sigmoid,lambda_c_m,0.00012999422244132475,sharpness,8.0,1.6099894581678154e-06,2.099073609084505e-05,True
log_sigmoid,lambda_c_m,0.00012999422244132475,sharpness,16.0,3.379628521482658e-11,4.4062953343972075e-10,True
log_sigmoid,lambda_c_m,0.00012999422244132475,sharpness,32.0,0.0,0.0,True
log_sigmoid,lambda_c_m,0.00015038869469554103,sharpness,2.0,0.006353879173698493,0.08284066719293993,False
log_sigmoid,lambda_c_m,0.00015038869469554103,sharpness,4.0,0.0006243467858374208,0.008140114548075889,False
log_sigmoid,lambda_c_m,0.00015038869469554103,sharpness,8.0,5.1657336752192196e-06,6.734985234966388e-05,True
log_sigmoid,lambda_c_m,0.00015038869469554103,sharpness,16.0,3.4795827330569296e-10,4.536613732799125e-09,True
log_sigmoid,lambda_c_m,0.00015038869469554103,sharpness,32.0,0.0,0.0,True
log_sigmoid,lambda_c_m,0.0001739828052930366,sharpness,2.0,0.008270824522076434,0.10783343575067057,False
log_sigmoid,lambda_c_m,0.0001739828052930366,sharpness,4.0,0.0011112250384454903,0.014487940527320602,False
log_sigmoid,lambda_c_m,0.0001739828052930366,sharpness,8.0,1.6572824329375013e-05,0.00021607332893578896,False
log_sigmoid,lambda_c_m,0.0001739828052930366,sharpness,16.0,3.582493163234446e-09,4.670786392743736e-08,True
log_sigmoid,lambda_c_m,0.0001739828052930366,sharpness,32.0,1.6653345369377348e-16,2.171231469279967e-15,True
log_sigmoid,lambda_c_m,0.00020127853758499385,sharpness,2.0,0.010677722584011284,0.13921411452426707,False
log_sigmoid,lambda_c_m,0.00020127853758499385,sharpness,4.0,0.0019679590055101392,0.025657874908867524,False
log_sigmoid,lambda_c_m,0.00020127853758499385,sharpness,8.0,5.3151855129052183e-05,0.000692983769609546,False
log_sigmoid,lambda_c_m,0.00020127853758499385,sharpness,16.0,3.6884458168295886e-08,4.808925445670911e-07,True
log_sigmoid,lambda_c_m,0.00020127853758499385,sharpness,32.0,1.7735812818386876e-14,2.312361514783165e-13,True
log_sigmoid,lambda_c_m,0.00023285662984981966,sharpness,2.0,0.013644346092066967,0.17789238711951716,False
log_sigmoid,lambda_c_m,0.00023285662984981966,sharpness,4.0,0.0034550271624245454,0.045045986472288725,False
log_sigmoid,lambda_c_m,0.00023285662984981966,sharpness,8.0,0.00017028771618388117,0.002220178828994539,False
log_sigmoid,lambda_c_m,0.00023285662984981966,sharpness,16.0,3.797516718445637e-07,4.951130011011261e-06,True
log_sigmoid,lambda_c_m,0.00023285662984981966,sharpness,32.0,1.880218203353934e-12,2.451392703199392e-11,True
log_sigmoid,lambda_c_m,0.0002693889309590175,sharpness,2.0,0.0172184304553012,0.22449061871318382,False
log_sigmoid,lambda_c_m,0.0002693889309590175,sharpness,4.0,0.005975926553880628,0.07791299287979958,False
log_sigmoid,lambda_c_m,0.0002693889309590175,sharpness,8.0,0.0005437358719963536,0.00708912479786641,False
log_sigmoid,lambda_c_m,0.0002693889309590175,sharpness,16.0,3.909650490074856e-06,5.097327887972433e-05,True
log_sigmoid,lambda_c_m,0.0002693889309590175,sharpness,32.0,1.9930801453682534e-10,2.598539954847788e-09,True
log_sigmoid,lambda_c_m,0.000311652694492943,sharpness,2.0,0.021407786929385685,0.2791106509698264,False
log_sigmoid,lambda_c_m,0.000311652694492943,sharpness,4.0,0.010082948372110032,0.13145956156597172,False
log_sigmoid,lambda_c_m,0.000311652694492943,sharpness,8.0,0.001717788586929031,0.022396200611851772,False
log_sigmoid,lambda_c_m,0.000311652694492943,sharpness,16.0,4.0233742052073196e-05,0.0005245598703008239,False
log_sigmoid,lambda_c_m,0.000311652694492943,sharpness,32.0,2.112715981328339e-08,2.7545188804802334e-07,True
log_sigmoid,lambda_c_m,0.0003605471154250506,sharpness,2.0,0.026162890807492033,0.34110679018894435,False
log_sigmoid,lambda_c_m,0.0003605471154250506,sharpness,4.0,0.016359641767664655,0.21329389527594073,False
log_sigmoid,lambda_c_m,0.0003605471154250506,sharpness,8.0,0.005252066927476595,0.0684754488588865,False
log_sigmoid,lambda_c_m,0.0003605471154250506,sharpness,16.0,0.00041222668629964376,0.0053745330677919655,False
log_sigmoid,lambda_c_m,0.0003605471154250506,sharpness,32.0,2.2394687781285283e-06,2.919776764183218e-05,True
log_sigmoid,lambda_c_m,0.00041711246120565247,sharpness,2.0,0.03136640209207134,0.40894917981840073,False
log_sigmoid,lambda_c_m,0.00041711246120565247,sharpness,4.0,0.025072978456514322,0.32689672042391554,False
log_sigmoid,lambda_c_m,0.00041711246120565247,sharpness,8.0,0.014638374191137532,0.19085233625994175,False
log_sigmoid,lambda_c_m,0.00041711246120565247,sharpness,16.0,0.004042233841706586,0.0527018753807899,False
log_sigmoid,lambda_c_m,0.00041711246120565247,sharpness,32.0,0.00023666390531884574,0.0030855789480944682,False
log_sigmoid,lambda_c_m,0.0004825522042741279,sharpness,2.0,0.03683649416712038,0.4802671990498093,False
log_sigmoid,lambda_c_m,0.0004825522042741279,sharpness,4.0,0.03568266810793663,0.46522383452329374,False
log_sigmoid,lambda_c_m,0.0004825522042741279,sharpness,8.0,0.033041840617449976,0.4307932283891783,False
log_sigmoid,lambda_c_m,0.0004825522042741279,sharpness,16.0,0.027933248581172285,0.3641883778510076,False
log_sigmoid,lambda_c_m,0.0004825522042741279,sharpness,32.0,0.01894796362890179,0.24703994301045357,False
log_sigmoid,lambda_c_m,0.0005582586268862701,sharpness,2.0,0.04234727903130959,0.5521157631200728,False
log_sigmoid,lambda_c_m,0.0005582586268862701,sharpness,4.0,0.04671894838824063,0.6091127560396431,False
log_sigmoid,lambda_c_m,0.0005582586268862701,sharpness,8.0,0.05432832900804877,0.7083224120997232,False
log_sigmoid,lambda_c_m,0.0005582586268862701,sharpness,16.0,0.06557976405769424,0.8550164805436015,False
log_sigmoid,lambda_c_m,0.0005582586268862701,sharpness,32.0,0.07455625852762278,0.9720503067486672,False
log_sigmoid,lambda_c_m,0.0006458424430196991,sharpness,2.0,0.047662554852675856,0.6214153175055522,False
log_sigmoid,lambda_c_m,0.0006458424430196991,sharpness,4.0,0.056468888703087854,0.736230621943779,False
log_sigmoid,lambda_c_m,0.0006458424430196991,sharpness,8.0,0.06797630421590121,0.8862621149400418,False
log_sigmoid,lambda_c_m,0.0006458424430196991,sharpness,16.0,0.07545724119985156,0.9837971473253136,False
log_sigmoid,lambda_c_m,0.0006458424430196991,sharpness,32.0,0.07667920066616687,0.9997288222446788,False
log_sigmoid,lambda_c_m,0.0007471670675868082,sharpness,2.0,0.05257243780086096,0.6854294367778482,False
log_sigmoid,lambda_c_m,0.0007471670675868082,sharpness,4.0,0.06391483564990452,0.8333094608853262,False
log_sigmoid,lambda_c_m,0.0007471670675868082,sharpness,8.0,0.07375030128819177,0.9615423896765549,False
log_sigmoid,lambda_c_m,0.0007471670675868082,sharpness,16.0,0.07657750202996251,0.9984028947843873,False
log_sigmoid,lambda_c_m,0.0007471670675868082,sharpness,32.0,0.07669980373193291,0.9999974410943013,False
log_sigmoid,lambda_c_m,0.0008643882620598279,sharpness,2.0,0.05692085087871632,0.7421232187577095,False
log_sigmoid,lambda_c_m,0.0008643882620598279,sharpness,4.0,0.068992504253327,0.8995111375922684,False
log_sigmoid,lambda_c_m,0.0008643882620598279,sharpness,8.0,0.07575572110589777,0.9876886715240909,False
log_sigmoid,lambda_c_m,0.0008643882620598279,sharpness,16.0,0.07668808490906884,0.999844653312501,False
log_sigmoid,lambda_c_m,0.0008643882620598279,sharpness,32.0,0.07669999814845492,0.9999999758599076,False
log_sigmoid,lambda_c_m,0.001,sharpness,2.0,0.0606165311983724,0.7903067952851682,False
log_sigmoid,lambda_c_m,0.001,sharpness,4.0,0.07219228518424634,0.9412292722848283,False
log_sigmoid,lambda_c_m,0.001,sharpness,8.0,0.0764031970010826,0.9961303389971655,False
log_sigmoid,lambda_c_m,0.001,sharpness,16.0,0.07669884255583233,0.9999849094632637,False
log_sigmoid,lambda_c_m,0.001,sharpness,32.0,0.07669999998253302,0.9999999997722687,False
power_saturation,lambda_c_m,1e-08,power_n,2.0,3.064569431554531e-11,3.9955272901623616e-10,True
power_saturation,lambda_c_m,1e-08,power_n,4.0,0.0,0.0,True
power_saturation,lambda_c_m,1e-08,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,1e-08,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,1e-08,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,1.1568875283162832e-08,power_n,2.0,4.101585737714686e-11,5.347569410319017e-10,True
power_saturation,lambda_c_m,1.1568875283162832e-08,power_n,4.0,0.0,0.0,True
power_saturation,lambda_c_m,1.1568875283162832e-08,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,1.1568875283162832e-08,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,1.1568875283162832e-08,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,1.3383887531737563e-08,power_n,2.0,5.4895157863832367e-11,7.157126188244115e-10,True
power_saturation,lambda_c_m,1.3383887531737563e-08,power_n,4.0,0.0,0.0,True
power_saturation,lambda_c_m,1.3383887531737563e-08,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,1.3383887531737563e-08,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,1.3383887531737563e-08,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,1.548365256585499e-08,power_n,2.0,7.347104868937748e-11,9.579015474495108e-10,True
power_saturation,lambda_c_m,1.548365256585499e-08,power_n,4.0,0.0,0.0,True
power_saturation,lambda_c_m,1.548365256585499e-08,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,1.548365256585499e-08,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,1.548365256585499e-08,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,1.7912844546220022e-08,power_n,2.0,9.833282799132093e-11,1.282044693498317e-09,True
power_saturation,lambda_c_m,1.7912844546220022e-08,power_n,4.0,0.0,0.0,True
power_saturation,lambda_c_m,1.7912844546220022e-08,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,1.7912844546220022e-08,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,1.7912844546220022e-08,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,2.0723146452190296e-08,power_n,2.0,1.316075304291786e-10,1.715873929976253e-09,True
power_saturation,lambda_c_m,2.0723146452190296e-08,power_n,4.0,0.0,0.0,True
power_saturation,lambda_c_m,2.0723146452190296e-08,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,2.0723146452190296e-08,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,2.0723146452190296e-08,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,2.3974349678010784e-08,power_n,2.0,1.761420592716334e-10,2.2965066397866154e-09,True
power_saturation,lambda_c_m,2.3974349678010784e-08,power_n,4.0,0.0,0.0,True
power_saturation,lambda_c_m,2.3974349678010784e-08,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,2.3974349678010784e-08,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,2.3974349678010784e-08,power_n,32.0,0.0,0.0,True
