zHD,MU_SH0ES,MU_SH0ES_ERR_DIAG,c,USED_IN_SH0ES_HF,mu_lcdm,residual,cz,zbin
0.07158,37.2494,0.16107,-0.081314,1,37.54693253057706,-0.2975325305770582,-0.00582045612,"(0.0439, 0.079]"
0.07393,37.5535,0.176502,-0.087634,1,37.62063482265816,-0.0671348226581614,-0.0064787816199999996,"(0.0439, 0.079]"
0.07446,37.4501,0.192118,-0.096392,1,37.63694706806598,-0.18684706806597973,-0.0071773483200000005,"(0.0439, 0.079]"
0.0752,37.5656,0.154994,-0.025823,1,37.659537939244345,-0.09393793924434135,-0.0019418896,"(0.0439, 0.079]"
0.07588,37.6342,0.198325,-0.021726,1,37.68011057987667,-0.04591057987666858,-0.00164856888,"(0.0439, 0.079]"
0.07875,38.0942,0.180119,0.090692,1,37.765042905263144,0.32915709473685695,0.007141995,"(0.0439, 0.079]"
0.07895,37.5988,0.503338,0.09678,1,37.77085088093524,-0.17205088093524523,0.007640781000000001,"(0.0439, 0.079]"
0.07906,37.7843,0.238199,0.10798,1,37.77403928666773,0.010260713332272076,0.008536898800000001,"(0.079, 0.149]"
0.07931,37.53,0.147217,-0.017322,1,37.781269951976725,-0.25126995197672386,-0.00137380782,"(0.079, 0.149]"
0.07991,37.6003,0.157805,-0.071956,1,37.798535228497094,-0.19823522849709718,-0.00575000396,"(0.079, 0.149]"
0.08009,37.6668,0.119289,-0.074453,1,37.80369070511692,-0.1368907051169188,-0.00596294077,"(0.079, 0.149]"
0.08167,37.7215,0.219648,0.027176,1,37.848476075446804,-0.12697607544680523,0.00221946392,"(0.079, 0.149]"
0.0841,37.9686,0.221594,0.13583,1,37.91576876474892,0.0528312352510838,0.011423303,"(0.079, 0.149]"
0.08572,37.8406,0.128563,-0.039793,1,37.959609627219876,-0.1190096272198744,-0.00341105596,"(0.079, 0.149]"
0.08704,37.8484,0.21681,0.0535,1,37.99475285048765,-0.14635285048765212,0.00465664,"(0.079, 0.149]"
0.0887,37.7772,0.253181,0.055246,1,38.03823569580534,-0.26103569580534014,0.004900320200000001,"(0.079, 0.149]"
0.09039,37.9202,0.21704,0.01867,1,38.08171717596448,-0.16151717596447668,0.0016875813,"(0.079, 0.149]"
0.09089,38.0269,0.167553,-0.101902,1,38.0944335613878,-0.06753356138780475,-0.009261872780000001,"(0.079, 0.149]"
0.09205,38.1602,0.266341,0.072885,1,38.1236816893891,0.036518310610901494,0.0067090642500000006,"(0.079, 0.149]"
0.09293,38.2226,0.493293,0.11392,1,38.145637534018235,0.07696246598176515,0.010586585599999998,"(0.079, 0.149]"
0.10165,38.2982,0.165557,-0.023302,1,38.35314134920247,-0.05494134920246552,-0.0023686483,"(0.079, 0.149]"
0.10221,38.4085,0.187412,0.003738,1,38.365884602807895,0.04261539719210106,0.00038206097999999997,"(0.079, 0.149]"
0.10246,38.2511,0.199553,0.017158,1,38.37155225919286,-0.1204522591928594,0.0017580086799999998,"(0.079, 0.149]"
0.10661,38.2611,0.195537,-0.002417,1,38.46377469620506,-0.20267469620505807,-0.00025767636999999996,"(0.079, 0.149]"
0.10707,38.4624,0.151122,-0.000837,1,38.47378738796806,-0.011387387968056828,-8.961758999999999e-05,"(0.079, 0.149]"
0.10774,38.4984,0.180059,0.035552,1,38.488298710920546,0.010101289079450737,0.00383037248,"(0.079, 0.149]"
0.10794,38.4017,0.187108,0.00565,1,38.49261394995928,-0.0909139499592797,0.000609861,"(0.079, 0.149]"
0.11001,38.5701,0.179741,0.036283,1,38.536839017261315,0.03326098273868183,0.00399149283,"(0.079, 0.149]"
0.11259,38.6214,0.163201,-0.037948,1,38.590874777038636,0.030525222961365728,-0.00427256532,"(0.079, 0.149]"
0.11388,38.3876,0.194923,0.064074,1,38.617456692779115,-0.2298566927791157,0.0072967471200000005,"(0.079, 0.149]"
0.1165,38.5408,0.159897,-0.062751,1,38.67058336542878,-0.12978336542878566,-0.0073104915,"(0.079, 0.149]"
0.11653,38.6302,0.185742,-0.014134,1,38.67118515098457,-0.04098515098456801,-0.00164703502,"(0.079, 0.149]"
0.1176,38.5727,0.239635,0.041592,1,38.6925541098487,-0.1198541098487027,0.0048912192,"(0.079, 0.149]"
0.12086,38.6348,0.302627,-0.099903,1,38.756550730761454,-0.12175073076145537,-0.01207427658,"(0.079, 0.149]"
0.12207,38.5945,0.157915,-0.130952,1,38.77989202974816,-0.18539202974816504,-0.01598531064,"(0.079, 0.149]"
0.12357,38.6164,0.162163,-0.036819,1,38.80852777073878,-0.19212777073877874,-0.00454972383,"(0.079, 0.149]"
0.12393,38.6504,0.145797,-0.000358,1,38.81535178083591,-0.16495178083591355,-4.436693999999999e-05,"(0.079, 0.149]"
0.12405,38.835,0.221531,-0.022316,1,38.81762231699563,0.01737768300436926,-0.0027682998,"(0.079, 0.149]"
0.12472,38.7616,0.12587,-0.070705,1,38.830261721167005,-0.06866172116700398,-0.0088183276,"(0.079, 0.149]"
0.12623,38.4956,0.293348,0.10938,1,38.85851556037383,-0.3629155603738283,0.013807037400000001,"(0.079, 0.149]"
0.1271,38.6849,0.280884,0.073211,1,38.874650656873975,-0.18975065687397574,0.009305118099999999,"(0.079, 0.149]"
0.1272,38.7429,0.159508,-0.053521,1,38.87649862482673,-0.1335986248267318,-0.0068078712,"(0.079, 0.149]"
0.12732,38.7841,0.176913,-0.022638,1,38.87871438916095,-0.09461438916094522,-0.0028822701599999995,"(0.079, 0.149]"
0.13372,38.8434,0.157696,-0.059426,1,38.994141527366395,-0.15074152736639235,-0.007946444720000001,"(0.079, 0.149]"
0.13535,39.0775,0.31333,0.13004,1,39.02271225609324,0.05478774390675767,0.017600914,"(0.079, 0.149]"
0.13614,38.9771,0.206627,-0.111842,1,39.0364437943291,-0.059343794329102195,-0.015226169880000001,"(0.079, 0.149]"
0.13658,38.8475,0.195569,0.061157,1,39.04405945996591,-0.1965594599659113,0.00835282306,"(0.079, 0.149]"
0.137,39.0095,0.224296,0.098699,1,39.051307586159865,-0.04180758615986235,0.013521763000000001,"(0.079, 0.149]"
0.13713,38.9616,0.259136,0.063535,1,39.053546843107334,-0.09194684310733692,0.00871255455,"(0.079, 0.149]"
0.13822,38.8857,0.128482,-0.091214,1,39.072244450614576,-0.18654445061457636,-0.012607599080000002,"(0.079, 0.149]"
0.13826,38.9503,0.15974,-0.072561,1,39.07292797613342,-0.12262797613342258,-0.01003228386,"(0.079, 0.149]"
0.1384,39.0229,0.12425,-0.06629,1,39.07531886066675,-0.052418860666747946,-0.009174536,"(0.079, 0.149]"
0.13851,39.0401,0.319084,0.14895,1,39.07719582742432,-0.037095827424316496,0.020631064499999997,"(0.079, 0.149]"
0.13955,39.0213,0.145767,-0.037598,1,39.094873165138864,-0.07357316513886758,-0.0052468009,"(0.079, 0.149]"
0.14082,39.1775,0.184019,0.038687,1,39.1162937200714,0.061206279928605056,0.00544790334,"(0.079, 0.149]"
0.14123,39.0407,0.212429,-0.005584,1,39.12317049188516,-0.08247049188516087,-0.00078862832,"(0.079, 0.149]"
0.14325,39.047,0.160602,-0.045749,1,39.15678130791949,-0.1097813079194907,-0.0065535442499999996,"(0.079, 0.149]"
0.14404,39.0756,0.170594,0.038584,1,39.1698058851523,-0.09420588515229866,0.00555763936,"(0.079, 0.149]"
0.14423,39.016,0.24096,-8e-06,1,39.17292843044933,-0.1569284304493337,-1.15384e-06,"(0.079, 0.149]"
0.14747,38.9672,0.171803,-0.021491,1,39.22559353069702,-0.2583935306970204,-0.00316927777,"(0.079, 0.149]"
0.14771,39.134,0.188785,0.041117,1,39.22945158784278,-0.0954515878427813,0.00607339207,"(0.079, 0.149]"
0.14778,39.161,0.170177,0.035097,1,39.23057575337084,-0.06957575337084165,0.005186634660000001,"(0.079, 0.149]"
0.14898,39.1606,0.17494,-0.022762,1,39.24977034425066,-0.08917034425066106,-0.00339108276,"(0.079, 0.149]"
