quantity,value
B_required,0.07721796276013149
DeltaC_trimmed_mean,0.20722362499999997
eta_required,0.3726310779484313
B_predicted,0.07721796276013149
H0_corrected,73.04
B_boot_p16,0.04877233100501261
B_boot_p50,0.07784831480736601
B_boot_p84,0.11590811529948448
H0_boot_p16,70.85580266100857
H0_boot_p50,73.08992770090791
H0_boot_p84,76.23641972928631
