N,rho_C_z,p_C_z,slope_C_z,amp_C_z,A,mu_bSIE,nu_z,null_lo,null_med,null_hi,p_one_sided,p_two_sided
19,-0.20350877192982456,0.4033523173766831,-1.1200597522487103,0.011773904931082005,0.012775532086904868,0.6939516759684048,-0.9918958958815456,-1.8725503116974935,-0.009052251236061792,1.8650007900407062,0.1604,0.31725
