lens,band,lambda,Ccontrast,Cdir,Astd,Npix,r_mean,phi_mean_rad,phi_mean_deg
J1630,F390W,390,0.16647951784044618,0.07240714587604115,0.7762141140522731,864,37.612072557248425,-1.3486685278936827,-77.27301461042977
J1630,F435W,435,0.16973107392380396,0.06596437869745685,0.7114568593074788,861,31.905096325160912,-1.737128285815975,-99.53011925005075
J1630,F555W,555,0.19337038076166638,0.6351349763278759,0.5739537156722011,861,19.782503188602366,-1.3471885136914028,-77.18821604301971
J1630,F814W,814,0.296140859382644,0.8942734856234916,0.3144678532062213,861,19.027305462444073,-1.2820199612985572,-73.45433303393247
