Bmax,lambda0_m,bias_opt,bias_ir,bias_cmb,cmb_minus_opt
0.05,0.0023542864143224203,8.174189491949591e-10,9.624155183907136e-09,0.02536089234511503,0.02536089152769608
0.05,0.0024945081352303164,7.230667176116867e-10,8.513267707455085e-09,0.023263725184710635,0.023263724461643917
0.05,0.0026430814869741084,6.396052798507412e-10,7.5306066438241e-09,0.021260319346667517,0.02126031870706224
0.05,0.002800503894183631,5.657775470346849e-10,6.661371199090383e-09,0.01936338638035407,0.019363385814576525
0.05,0.0029673024081888727,5.004715308842833e-10,5.892469007173773e-09,0.01758130991757323,0.017581309417101697
0.05,0.0031440354715915,4.427035904530641e-10,5.2123188931663124e-09,0.01591872060310845,0.01591872016040486
0.05,0.003331294787934677,3.9160363285439816e-10,4.610676468397302e-09,0.014377106507897586,0.014377106116293953
0.05,0.00352970730273065,3.4640199042534903e-10,4.078479837188454e-09,0.012955412698176362,0.012955412351774371
0.05,0.0037399373024788016,3.0641784110052587e-10,3.6077130727285578e-09,0.011650599301175263,0.011650598994757422
0.05,0.003962688638701479,2.7104894440022066e-10,3.191285508075126e-09,0.010458140112122783,0.010458139841073839
0.05,0.004198707084443914,2.3976257090829733e-10,2.8229249382505375e-09,0.009372453431766698,0.009372453192004127
0.05,0.004448782831127585,2.1208749201306887e-10,2.4970831236093005e-09,0.008387263690523927,0.008387263478436435
0.05,0.004713753134116729,1.876068633777095e-10,2.2088522622087935e-09,0.00749589696298556,0.007495896775378697
0.05,0.00499450511585514,1.6595196328239582e-10,1.9538910267513644e-09,0.006691516207605802,0.006691516041653839
0.05,0.005291978735958447,1.4679661930472322e-10,1.7283592113059854e-09,0.005967303452095596,0.005967303305298977
0.05,0.005607169938205458,1.2985232333839747e-10,1.5288598553819812e-09,0.005316596587879658,0.005316596458027335
0.05,0.00594113398496504,1.1486385731451776e-10,1.3523881181587427e-09,0.004732988259179999,0.004732988144316142
0.05,0.006294988990221888,1.0160546293214168e-10,1.1962859869374398e-09,0.004210393778559462,0.004210393676954
0.05,0.006669919663030129,8.987744992694503e-11,1.0582022591520967e-09,0.003743094248250545,0.0037430941583730948
0.05,0.0070671812739274914,7.950315961124944e-11,9.360571262551077e-10,0.0033257602375278694,0.0033257601580247097
0.05,0.0074881038575900305,7.032635029879942e-11,8.280108376723661e-10,0.002953460540510783,0.002953460470184433
0.05,0.007934096665797492,6.220878812079889e-11,7.324360173921463e-10,0.0026216597644769138,0.0026216597022681257
0.05,0.008406652885618334,5.5028215317776134e-11,6.478931058317983e-10,0.002326207802109032,0.0023262077470808163
0.05,0.00890735463861044,4.867646841155704e-11,5.731087382443434e-10,0.0020633236330324213,0.002063323584355953
