target_mean_H0_bias,required_k,min_bias,max_bias,mean_bias,std_bias
0.01,0.010000000000000002,0.0012276333314030921,0.023799872604088255,0.010000000000000002,0.010283459698418363
0.05,0.05000000000000002,0.006138166657015462,0.11899936302044128,0.05000000000000001,0.05141729849209182
0.1,0.10000000000000003,0.012276333314030923,0.23799872604088257,0.10000000000000002,0.10283459698418364
