Bcmb,H0_corr,chi2,chi2_shoes,chi2_bao,chi2_tdl
0.0,67.4,29.430627511140333,29.40976331360947,0.0,0.020864197530862733
0.00011676396997497916,67.40787081060341,29.34860014987288,29.327735952342017,0.0,0.020864197530862733
0.0002335279399499583,67.41574345969033,29.266668220474774,29.24580402294391,0.0,0.020864197530862733
0.00035029190992493745,67.42361794790503,29.184831796545822,29.16396759901496,0.0,0.020864197530862733
0.0004670558798999166,67.43149427589199,29.103090951739766,29.082226754208904,0.0,0.020864197530862733
0.0005838198498748958,67.4393724442961,29.02144575976268,29.00058156223182,0.0,0.020864197530862733
0.0007005838198498749,67.44725245376245,28.939896294374666,28.919032096843804,0.0,0.020864197530862733
0.0008173477898248541,67.4551343049365,28.85844262938853,28.83757843185767,0.0,0.020864197530862733
0.0009341117597998332,67.46301799846395,28.777084838670902,28.75622064114004,0.0,0.020864197530862733
0.0010508757297748124,67.47090353499091,28.695822996141075,28.674958798610213,0.0,0.020864197530862733
0.0011676396997497916,67.47879091516366,28.614657175772678,28.593792978241815,0.0,0.020864197530862733
0.0012844036697247708,67.48668013962889,28.533587451591785,28.512723254060923,0.0,0.020864197530862733
0.0014011676396997498,67.49457120903351,28.452613897678926,28.431749700148064,0.0,0.020864197530862733
0.001517931609674729,67.5024641240248,28.37173658816744,28.350872390636578,0.0,0.020864197530862733
0.0016346955796497083,67.51035888525028,28.29095559724476,28.2700913997139,0.0,0.020864197530862733
0.0017514595496246873,67.51825549335784,28.210270999151533,28.18940680162067,0.0,0.020864197530862733
0.0018682235195996665,67.52615394899563,28.129682868182282,28.10881867065142,0.0,0.020864197530862733
0.0019849874895746457,67.5340542528121,28.04919127868528,28.02832708115442,0.0,0.020864197530862733
0.0021017514595496247,67.541956405456,27.968796305062586,27.947932107531724,0.0,0.020864197530862733
0.002218515429524604,67.54986040757645,27.888498021769706,27.867633824238844,0.0,0.020864197530862733
0.002335279399499583,67.55776625982278,27.8082965033163,27.787432305785437,0.0,0.020864197530862733
0.002452043369474562,67.56567396284468,27.728191824265966,27.707327626735104,0.0,0.020864197530862733
0.0025688073394495416,67.57358351729214,27.648184059236005,27.627319861705143,0.0,0.020864197530862733
0.0026855713094245206,67.58149492381543,27.568273282897742,27.54740908536688,0.0,0.020864197530862733
0.0028023352793994996,67.58940818306515,27.48845956997655,27.467595372445686,0.0,0.020864197530862733
0.002919099249374479,67.59732329569219,27.408742995251806,27.387878797720944,0.0,0.020864197530862733
0.003035863219349458,67.60524026234775,27.32912363355715,27.308259436026287,0.0,0.020864197530862733
0.003152627189324437,67.61315908368334,27.249601559780015,27.228737362249152,0.0,0.020864197530862733
0.0032693911592994165,67.62107976035077,27.170176848862372,27.14931265133151,0.0,0.020864197530862733
0.0033861551292743955,67.62900229300217,27.090849575799908,27.069985378269045,0.0,0.020864197530862733
0.0035029190992493745,67.63692668228992,27.011619815643492,26.99075561811263,0.0,0.020864197530862733
0.003619683069224354,67.6448529288668,26.932487643497247,26.911623445966384,0.0,0.020864197530862733
0.003736447039199333,67.65278103338579,26.853453134520425,26.832588936989563,0.0,0.020864197530862733
0.003853211009174312,67.66071099650028,26.77451636392604,26.753652166395177,0.0,0.020864197530862733
0.003969974979149291,67.66864281886389,26.695677406982185,26.674813209451322,0.0,0.020864197530862733
0.004086738949124271,67.67657650113057,26.616936339010962,26.5960721414801,0.0,0.020864197530862733
0.004203502919099249,67.68451204395457,26.53829323538934,26.517429037858477,0.0,0.020864197530862733
0.004320266889074229,67.6924494479905,26.459748171548238,26.438883974017376,0.0,0.020864197530862733
0.004437030859049208,67.70038871389318,26.381301222974127,26.360437025443265,0.0,0.020864197530862733
0.004553794829024187,67.70832984231781,26.30295246520736,26.282088267676496,0.0,0.020864197530862733
0.004670558798999166,67.7162728339199,26.22470197384308,26.203837776312216,0.0,0.020864197530862733
0.004787322768974146,67.72421768935523,26.14654982453154,26.125685627000678,0.0,0.020864197530862733
0.004904086738949124,67.73216440927987,26.068496092977725,26.047631895446862,0.0,0.020864197530862733
0.005020850708924104,67.74011299435028,25.990540854940978,25.969676657410115,0.0,0.020864197530862733
0.005137614678899083,67.74806344522317,25.912684186235897,25.891819988705034,0.0,0.020864197530862733
0.005254378648874062,67.75601576255555,25.83492616273194,25.814061965201077,0.0,0.020864197530862733
0.005371142618849041,67.76396994700477,25.757266860353475,25.736402662822613,0.0,0.020864197530862733
0.005487906588824021,67.77192599922847,25.67970635507986,25.658842157548996,0.0,0.020864197530862733
0.005604670558798999,67.7798839198846,25.602244722945706,25.581380525414843,0.0,0.020864197530862733
0.005721434528773979,67.78784370963142,25.524882040040417,25.504017842509555,0.0,0.020864197530862733
0.005838198498748958,67.79580536912752,25.447618382508484,25.42675418497762,0.0,0.020864197530862733
0.005954962468723937,67.80376889903177,25.37045382654997,25.349589629019107,0.0,0.020864197530862733
0.006071726438698916,67.81173430000337,25.293388448419694,25.272524250888832,0.0,0.020864197530862733
0.0061884904086738956,67.81970157270179,25.21642232442828,25.195558126897417,0.0,0.020864197530862733
0.006305254378648874,67.82767071778689,25.139555530940925,25.118691333410062,0.0,0.020864197530862733
0.006422018348623854,67.83564173591876,25.062788144378864,25.041923946848,0.0,0.020864197530862733
0.006538782318598833,67.84361462775782,24.986120241218554,24.965256043687692,0.0,0.020864197530862733
0.006655546288573812,67.85158939396484,24.90955189799144,24.88868770046058,0.0,0.020864197530862733
0.006772310258548791,67.85956603520086,24.83308319128515,24.81221899375429,0.0,0.020864197530862733
0.0068890742285237705,67.86754455212726,24.756714197742117,24.735850000211254,0.0,0.020864197530862733
0.007005838198498749,67.87552494540569,24.680444994061,24.659580796530136,0.0,0.020864197530862733
0.0071226021684737285,67.88350721569813,24.604275656995828,24.583411459464966,0.0,0.020864197530862733
0.007239366138448708,67.89149136366692,24.52820626335595,24.50734206582509,0.0,0.020864197530862733
0.0073561301084236865,67.89947738997463,24.452236890006876,24.431372692476014,0.0,0.020864197530862733
0.007472894078398666,67.9074652952842,24.3763676138698,24.355503416338937,0.0,0.020864197530862733
0.007589658048373645,67.91545508025885,24.30059851192146,24.2797343143906,0.0,0.020864197530862733
0.007706422018348624,67.92344674556213,24.224929661194704,24.20406546366384,0.0,0.020864197530862733
0.007823185988323603,67.93144029185791,24.14936113877795,24.12849694124709,0.0,0.020864197530862733
0.007939949958298583,67.93943571981035,24.073893021815852,24.05302882428499,0.0,0.020864197530862733
0.008056713928273562,67.94743303008391,23.99852538750901,23.977661189978146,0.0,0.020864197530862733
0.008173477898248542,67.95543222334342,23.923258313113777,23.902394115582915,0.0,0.020864197530862733
0.00829024186822352,67.96343330025398,23.848091875942696,23.827227678411834,0.0,0.020864197530862733
0.008407005838198499,67.97143626148102,23.77302615336443,23.752161955833568,0.0,0.020864197530862733
0.008523769808173478,67.97944110769025,23.698061222803933,23.67719702527307,0.0,0.020864197530862733
0.008640533778148458,67.98744783954773,23.62319716174221,23.602332964211346,0.0,0.020864197530862733
0.008757297748123437,67.99545645771981,23.54843404771653,23.527569850185667,0.0,0.020864197530862733
0.008874061718098417,68.00346696287322,23.473771958320047,23.452907760789184,0.0,0.020864197530862733
0.008990825688073394,68.01147935567488,23.39921097120319,23.378346773672327,0.0,0.020864197530862733
0.009107589658048374,68.01949363679213,23.324751164071845,23.303886966540983,0.0,0.020864197530862733
0.009224353628023353,68.02750980689261,23.250392614688614,23.229528417157752,0.0,0.020864197530862733
0.009341117597998333,68.03552786664423,23.176135400872685,23.155271203341822,0.0,0.020864197530862733
0.009457881567973312,68.04354781671523,23.10197960049978,23.08111540296892,0.0,0.020864197530862733
0.009574645537948291,68.0515696577742,23.027925291501944,23.007061093971082,0.0,0.020864197530862733
0.00969140950792327,68.05959339049,22.95397255186797,22.933108354337108,0.0,0.020864197530862733
0.009808173477898249,68.06761901553182,22.880121459643313,22.85925726211245,0.0,0.020864197530862733
0.009924937447873228,68.07564653356921,22.806372092929745,22.785507895398883,0.0,0.020864197530862733
0.010041701417848208,68.08367594527196,22.73272452988647,22.71186033235561,0.0,0.020864197530862733
0.010158465387823187,68.09170725131023,22.65917884872896,22.638314651198097,0.0,0.020864197530862733
0.010275229357798166,68.09974045235447,22.58573512772955,22.564870930198687,0.0,0.020864197530862733
0.010391993327773144,68.10777554907547,22.512393445217477,22.491529247686614,0.0,0.020864197530862733
0.010508757297748124,68.11581254214431,22.43915387957906,22.418289682048197,0.0,0.020864197530862733
0.010625521267723103,68.1238514322324,22.366016509257467,22.345152311726604,0.0,0.020864197530862733
0.010742285237698082,68.13189222001147,22.29298141275279,22.27211721522193,0.0,0.020864197530862733
0.010859049207673062,68.13993490615357,22.220048668622102,22.19918447109124,0.0,0.020864197530862733
0.010975813177648041,68.14797949133104,22.14721835547996,22.1263541579491,0.0,0.020864197530862733
0.011092577147623019,68.15602597621658,22.074490551997616,22.053626354466754,0.0,0.020864197530862733
0.011209341117597998,68.16407436148319,22.001865336903684,21.98100113937282,0.0,0.020864197530862733
0.011326105087572978,68.17212464780415,21.929342788984172,21.90847859145331,0.0,0.020864197530862733
0.011442869057547957,68.18017683585315,21.856922987081894,21.836058789551032,0.0,0.020864197530862733
0.011559633027522937,68.18823092630407,21.784606010097708,21.763741812566845,0.0,0.020864197530862733
0.011676396997497916,68.19628691983122,21.712391936989214,21.69152773945835,0.0,0.020864197530862733
0.011793160967472894,68.2043448171092,21.640280846771518,21.619416649240655,0.0,0.020864197530862733
0.011909924937447873,68.2124046188129,21.56827281851746,21.547408620986598,0.0,0.020864197530862733
0.012026688907422853,68.22046632561752,21.496367931357344,21.475503733826482,0.0,0.020864197530862733
0.012143452877397832,68.22852993819865,21.42456626447869,21.403702066947826,0.0,0.020864197530862733
0.012260216847372812,68.23659545723213,21.35286789712692,21.332003699596058,0.0,0.020864197530862733
