obs_C160_gt_C814,obs_full_hierarchy,obs_mean_alpha,p_C160_gt_C814,p_full_hierarchy,p_mean_alpha
5,4,2.0145159327362774,0.029503333333333333,0.022336666666666668,0.0003133333333333333
