intentType,obs_collection,provenance_name,instrument_name,project,filters,wave_region,target_name,target_classification,obs_id,s_ra,s_dec,dataproduct_type,proposal_pi,calib_level,t_min,t_max,t_exptime,wavelength_region,em_min,em_max,obs_title,t_obs_release,proposal_id,proposal_type,sequence_number,s_region,jpegURL,dataURL,dataRights,mtFlag,srcDen,obsid,objID,wave_min,wave_max
science,HST,HAP-SVM,WFC3/UVIS,HAP,F390W,OPTICAL,SDSS-J163028.16+452036.2,GALAXY;GRAVITATIONAL LENS,hst_12898_27_wfc3_uvis_f390w_ibzi27,247.6172916667,45.34341666667,image,"Koopmans, Leon",3,56456.92133501,56456.99645073,2284.0,OPTICAL,331.2,443.0,--,56822.05599531,12898,HAP,--,POLYGON 247.63727653650605 45.303792466934 247.57510085467666 45.31648890361252 247.58255418790924 45.33871137613878 247.6441263666764 45.32585697874975 247.63727653650605 45.303792466934 POLYGON 247.64417347606468 45.32613210504664 247.58258531565846 45.339052556769026 247.58984107404356 45.360944333275654 247.65110683367664 45.34795405699271 247.64417347606468 45.32613210504664,mast:HST/product/hst_12898_27_wfc3_uvis_f390w_ibzi27_drc.jpg,mast:HST/product/hst_12898_27_wfc3_uvis_f390w_ibzi27_drc.fits,PUBLIC,False,,26580615,938737783,331.2,443.0
science,HST,HAP-SVM,WFC3/UVIS,HAP,F390W,OPTICAL,SDSS-J095629.78+510006.6,GALAXY;GRAVITATIONAL LENS,hst_12898_16_wfc3_uvis_f390w_ibzi16,149.1240833333,51.00183333333,image,"Koopmans, Leon",3,56551.0411638,56551.0722747,2292.0,OPTICAL,331.2,443.0,--,56916.20459494,12898,HAP,--,POLYGON 149.15591107409392 50.98535923861355 149.08658355667166 50.9961741554737 149.0923375624994 51.018187122256755 149.16223904429407 51.00762175612438 149.15591107409392 50.98535923861355 POLYGON 149.16229174982706 51.00792989592984 149.09249477708923 51.01850633009572 149.09828921167068 51.04077214216148 149.16873108760655 51.03044515945456 149.16229174982706 51.00792989592984,mast:HST/product/hst_12898_16_wfc3_uvis_f390w_ibzi16_drc.jpg,mast:HST/product/hst_12898_16_wfc3_uvis_f390w_ibzi16_drc.fits,PUBLIC,False,,26580598,938737791,331.2,443.0
science,HST,HAP-SVM,WFC3/UVIS,HAP,F390W,OPTICAL,SDSS-J163028.16+452036.2,GALAXY;GRAVITATIONAL LENS,hst_12898_25_wfc3_uvis_f390w_ibzi25,247.6172916667,45.34341666667,image,"Koopmans, Leon",3,56467.67454156,56467.70555987,2284.0,OPTICAL,331.2,443.0,--,56833.48587966,12898,HAP,--,POLYGON 247.63726806524875 45.30378695161569 247.57518633947683 45.31641738643858 247.5824204838642 45.3386728102746 247.64411789476662 45.32585146342926 247.63726806524875 45.30378695161569 POLYGON 247.6443059100925 45.32617057416101 247.58267082247522 45.338992039013405 247.58987956944213 45.361004860983044 247.65109836110065 45.34794854167011 247.6443059100925 45.32617057416101,mast:HST/product/hst_12898_25_wfc3_uvis_f390w_ibzi25_drc.jpg,mast:HST/product/hst_12898_25_wfc3_uvis_f390w_ibzi25_drc.fits,PUBLIC,False,,26579084,938737797,331.2,443.0
science,HST,HAP-SVM,WFC3/UVIS,HAP,F390W,OPTICAL,SDSS-J163028.16+452036.2,GALAXY;GRAVITATIONAL LENS,hst_12898_24_wfc3_uvis_f390w_ibzi24,247.6172916667,45.34341666667,image,"Koopmans, Leon",3,56459.52050168,56459.58244591,2284.0,OPTICAL,331.2,443.0,--,56825.69365725,12898,HAP,--,POLYGON 247.6372780468023 45.30379010552545 247.57510235264888 45.31650855333184 247.58246175830968 45.338708989335124 247.64412787670256 45.325854617338834 247.6372780468023 45.30379010552545 POLYGON 247.64419063964561 45.32612973944633 247.58258683427061 45.33903918982645 247.58984258635965 45.36094197188434 247.6511083434268 45.34795169557945 247.64419063964561 45.32612973944633,mast:HST/product/hst_12898_24_wfc3_uvis_f390w_ibzi24_drc.jpg,mast:HST/product/hst_12898_24_wfc3_uvis_f390w_ibzi24_drc.fits,PUBLIC,False,,26580608,938737805,331.2,443.0
science,HST,HAP-SVM,WFC3/UVIS,HAP,detection,--,SDSS-J163028.16+452036.2,GALAXY;GRAVITATIONAL LENS,hst_12898_27_wfc3_uvis_total_ibzi27,247.6172916667,45.34341666667,image,"Koopmans, Leon",3,56456.92133501,56456.99645073,2284.0,--,,,--,56822.05599531,12898,HAP,--,POLYGON 247.63721393314626 45.3037594632405 247.57514783716027 45.3164448971302 247.58246026380678 45.33867833406146 247.64412634883053 45.32582396208749 247.63721393314626 45.3037594632405 POLYGON 247.64417349393815 45.32616512170891 247.5825852856067 45.339107584539256 247.58990369465636 45.36102138506388 247.65109112295468 45.347877023260594 247.64417349393815 45.32616512170891,mast:HST/product/hst_12898_27_wfc3_uvis_total_ibzi27_drc.jpg,mast:HST/product/hst_12898_27_wfc3_uvis_total_ibzi27_drc.fits,PUBLIC,False,,26580655,938737806,,
science,HST,HAP-SVM,WFC3/UVIS,HAP,detection,--,SDSS-J095629.78+510006.6,GALAXY;GRAVITATIONAL LENS,hst_12898_16_wfc3_uvis_total_ibzi16,149.1240833333,51.00183333333,image,"Koopmans, Leon",3,56551.0411638,56551.0722747,2292.0,--,,,--,56916.20459494,12898,HAP,--,POLYGON 149.15598103810268 50.985414249230914 149.086600975749 50.99625120040304 149.09237255220933 51.018187132672644 149.16222152851827 51.00758874468888 149.15598103810268 50.985414249230914 POLYGON 149.1622917747834 51.00796291259005 149.09251224734192 51.01853935194184 149.09835919091427 51.04082718719154 149.16873108760655 51.03044515945456 149.1622917747834 51.00796291259005,mast:HST/product/hst_12898_16_wfc3_uvis_total_ibzi16_drc.jpg,mast:HST/product/hst_12898_16_wfc3_uvis_total_ibzi16_drc.fits,PUBLIC,False,,26580632,938737820,,
science,HST,HAP-SVM,WFC3/UVIS,HAP,detection,--,SDSS-J163028.16+452036.2,GALAXY;GRAVITATIONAL LENS,hst_12898_25_wfc3_uvis_total_ibzi25,247.6172916667,45.34341666667,image,"Koopmans, Leon",3,56467.67454156,56467.70555987,2284.0,--,,,--,56833.48587966,12898,HAP,--,POLYGON 247.63720546189504 45.30375394792223 247.57518633947683 45.31641738643858 247.58251442600655 45.338672835715386 247.64410222345012 45.32581845094782 247.63720546189504 45.30375394792223 POLYGON 247.64430592206293 45.32619258526916 247.5825768257101 45.339091063687114 247.58987956944213 45.361004860983044 247.6510826503802 45.34787150793799 247.64430592206293 45.32619258526916,mast:HST/product/hst_12898_25_wfc3_uvis_total_ibzi25_drc.jpg,mast:HST/product/hst_12898_25_wfc3_uvis_total_ibzi25_drc.fits,PUBLIC,False,,26579094,938737830,,
science,HST,HAP-SVM,WFC3/UVIS,HAP,detection,--,SDSS-J163028.16+452036.2,GALAXY;GRAVITATIONAL LENS,hst_12898_24_wfc3_uvis_total_ibzi24,247.6172916667,45.34341666667,image,"Koopmans, Leon",3,56459.52050168,56459.58244591,2284.0,--,,,--,56825.69365725,12898,HAP,--,POLYGON 247.6372154434451 45.30375710183196 247.57511804083958 45.31645353081413 247.58241482951462 45.338631937720365 247.6441122053852 45.32582160485739 247.6372154434451 45.30375710183196 POLYGON 247.64428457892237 45.326162730927344 247.58258679820858 45.33910522315071 247.58977999360476 45.360798886749 247.59007751134908 45.36099704793094 247.6510926327055 45.347874661847335 247.64428457892237 45.326162730927344,mast:HST/product/hst_12898_24_wfc3_uvis_total_ibzi24_drc.jpg,mast:HST/product/hst_12898_24_wfc3_uvis_total_ibzi24_drc.fits,PUBLIC,False,,26580643,938737843,,
science,HST,HAP-SVM,WFC3/UVIS,HAP,F390W,OPTICAL,SDSS-J234111.57+000018.6,GALAXY;GRAVITATIONAL LENS,hst_12898_30_wfc3_uvis_f390w_ibzi30,355.2982083333,0.005194444444444,image,"Koopmans, Leon",3,56448.95002723,56448.98095295,2276.0,OPTICAL,331.2,443.0,--,56814.19611107,12898,HAP,--,POLYGON 355.27831670868864 -0.01120683733155722 355.2971252032366 0.02989891034101856 355.3181898345314 0.021754797226439127 355.2992492739129 -0.019064802303806784 355.27831670868864 -0.01120683733155722 POLYGON 355.2968060421128 0.02995393813836016 355.2780415698176 -0.011140803998776918 355.2568338673736 -0.0032498210174602836 355.27549928500673 0.03825212500603653 355.2968060421128 0.02995393813836016,mast:HST/product/hst_12898_30_wfc3_uvis_f390w_ibzi30_drc.jpg,mast:HST/product/hst_12898_30_wfc3_uvis_f390w_ibzi30_drc.fits,PUBLIC,False,,26580623,938737855,331.2,443.0
science,HST,HAP-SVM,WFC3/UVIS,HAP,F390W,OPTICAL,SDSS-J163028.16+452036.2,GALAXY;GRAVITATIONAL LENS,hst_12898_26_wfc3_uvis_f390w_ibzi26,247.6172916667,45.34341666667,image,"Koopmans, Leon",3,56467.74966897,56467.81704136,2284.0,OPTICAL,331.2,443.0,--,56832.96649293,12898,HAP,--,POLYGON 247.63726403684282 45.30378705576624 247.57518231230944 45.3164174902896 247.58244775247826 45.338705938790305 247.64411386620662 45.325851567098354 247.63726403684282 45.30378705576624 POLYGON 247.6441766291447 45.326126689199846 247.58266679514105 45.33899214237195 247.58982857995355 45.360938920854295 247.65109433238376 45.3479486448571 247.6441766291447 45.326126689199846,mast:HST/product/hst_12898_26_wfc3_uvis_f390w_ibzi26_drc.jpg,mast:HST/product/hst_12898_26_wfc3_uvis_f390w_ibzi26_drc.fits,PUBLIC,False,,26580897,938737875,331.2,443.0
science,HST,HAP-SVM,WFC3/UVIS,HAP,F390W,OPTICAL,SDSS-J143004.10+410557.1,GALAXY;GRAVITATIONAL LENS,hst_12898_20_wfc3_uvis_f390w_ibzi20,217.5170833333,41.09919444444,image,"Koopmans, Leon",3,56417.62745702,56417.65833644,2272.0,OPTICAL,331.2,443.0,--,56783.64365735,12898,HAP,--,POLYGON 217.5254565299433 41.057482548420914 217.47176290943545 41.078200297815364 217.48403283792862 41.09907033210961 217.53731618261713 41.07819290132668 217.5254565299433 41.057482548420914 POLYGON 217.53743309235452 41.078468013453055 217.4842663667083 41.09942256389719 217.49651507905676 41.1200051225192 217.54930017247156 41.098946021533955 217.53743309235452 41.078468013453055,mast:HST/product/hst_12898_20_wfc3_uvis_f390w_ibzi20_drc.jpg,mast:HST/product/hst_12898_20_wfc3_uvis_f390w_ibzi20_drc.fits,PUBLIC,False,,26580976,938737887,331.2,443.0
science,HST,HAP-SVM,WFC3/UVIS,HAP,detection,--,SDSS-J234111.57+000018.6,GALAXY;GRAVITATIONAL LENS,hst_12898_30_wfc3_uvis_total_ibzi30,355.2982083333,0.005194444444444,image,"Koopmans, Leon",3,56448.95002723,56448.98095295,2276.0,--,,,--,56814.19611107,12898,HAP,--,POLYGON 355.2783717364648 -0.011294881765298616 355.2971362087914 0.0298548881241372 355.3181898345314 0.021754797226439127 355.2991722350331 -0.019042791203752192 355.2783717364648 -0.011294881765298616 POLYGON 355.2568558784731 -0.0031947932508664726 355.27549928500673 0.03825212500603653 355.29678403100297 0.030041982572017133 355.27800855315303 -0.011129798443707069 355.2568558784731 -0.0031947932508664726,mast:HST/product/hst_12898_30_wfc3_uvis_total_ibzi30_drc.jpg,mast:HST/product/hst_12898_30_wfc3_uvis_total_ibzi30_drc.fits,PUBLIC,False,,26580661,938737896,,
science,HST,HAP-SVM,WFC3/UVIS,HAP,F390W,OPTICAL,SDSS-J143004.10+410557.1,GALAXY;GRAVITATIONAL LENS,hst_12898_19_wfc3_uvis_f390w_ibzi19,217.5170833333,41.09919444444,image,"Koopmans, Leon",3,56414.97956369,56415.05276941,2272.0,OPTICAL,331.2,443.0,--,56780.15194435,12898,HAP,--,POLYGON 217.52545603694986 41.05748281319903 217.47176241621725 41.07820056258089 217.48411995813868 41.09910363386775 217.537315689663 41.07819316610756 217.52545603694986 41.05748281319903 POLYGON 217.53743259940074 41.07846827823396 217.48432431401207 41.09936781433706 217.49651458592098 41.120005387290554 217.54929967955732 41.09894628631762 217.53743259940074 41.07846827823396,mast:HST/product/hst_12898_19_wfc3_uvis_f390w_ibzi19_drc.jpg,mast:HST/product/hst_12898_19_wfc3_uvis_f390w_ibzi19_drc.fits,PUBLIC,False,,26580656,938737905,331.2,443.0
science,HST,HAP-SVM,WFC3/UVIS,HAP,detection,--,SDSS-J163028.16+452036.2,GALAXY;GRAVITATIONAL LENS,hst_12898_26_wfc3_uvis_total_ibzi26,247.6172916667,45.34341666667,image,"Koopmans, Leon",3,56467.74966897,56467.81704136,2284.0,--,,,--,56832.96649293,12898,HAP,--,POLYGON 247.6372640414587 45.3037980613181 247.5750883697756 45.316472486614884 247.58243211959635 45.33866191233174 247.6441294958793 45.32580754070009 247.6372640414587 45.3037980613181 POLYGON 247.6442705684143 45.326159680680185 247.58277638895237 45.339003177359984 247.58257280438812 45.33908016148964 247.58263530697 45.3393112950033 247.5898285661476 45.360971937509944 247.6510786216637 45.34787161112666 247.6442705684143 45.326159680680185,mast:HST/product/hst_12898_26_wfc3_uvis_total_ibzi26_drc.jpg,mast:HST/product/hst_12898_26_wfc3_uvis_total_ibzi26_drc.fits,PUBLIC,False,,26580904,938737933,,
science,HST,HAP-SVM,WFC3/UVIS,HAP,detection,--,SDSS-J143004.10+410557.1,GALAXY;GRAVITATIONAL LENS,hst_12898_20_wfc3_uvis_total_ibzi20,217.5170833333,41.09919444444,image,"Koopmans, Leon",3,56417.62745702,56417.65833644,2272.0,--,,,--,56783.64365735,12898,HAP,--,POLYGON 217.52535435360747 41.0574385390165 217.47176290943545 41.078200297815364 217.48413507373866 41.099059350264824 217.53728697411097 41.07817089688122 217.52535435360747 41.0574385390165 POLYGON 217.53747690094292 41.07849001450911 217.48433939837682 41.099400569586265 217.49651507905676 41.1200051225192 217.54925632701605 41.098891008305046 217.53747690094292 41.07849001450911,mast:HST/product/hst_12898_20_wfc3_uvis_total_ibzi20_drc.jpg,mast:HST/product/hst_12898_20_wfc3_uvis_total_ibzi20_drc.fits,PUBLIC,False,,26580980,938737940,,
science,HST,HAP-SVM,WFC3/UVIS,HAP,detection,--,SDSS-J143004.10+410557.1,GALAXY;GRAVITATIONAL LENS,hst_12898_19_wfc3_uvis_total_ibzi19,217.5170833333,41.09919444444,image,"Koopmans, Leon",3,56414.97956369,56415.05276941,2272.0,--,,,--,56780.15194435,12898,HAP,--,POLYGON 217.52535386061365 41.0574388037946 217.4717185642106 41.07828859217131 217.48413458056163 41.09905961503327 217.53728648115674 41.07817116166208 217.52535386061365 41.0574388037946 POLYGON 217.5374764079893 41.07849027929003 217.48433890520047 41.09940083435475 217.49651458592098 41.120005387290554 217.5492558341016 41.09889127308869 217.5374764079893 41.07849027929003,mast:HST/product/hst_12898_19_wfc3_uvis_total_ibzi19_drc.jpg,mast:HST/product/hst_12898_19_wfc3_uvis_total_ibzi19_drc.fits,PUBLIC,False,,26580680,938737957,,
science,HST,HAP-SVM,WFC3/UVIS,HAP,F390W,OPTICAL,SDSS-J095629.78+510006.6,GALAXY;GRAVITATIONAL LENS,hst_12898_17_wfc3_uvis_f390w_ibzi17,149.1240833333,51.00183333333,image,"Koopmans, Leon",3,56551.10757602,56551.13868692,2292.0,OPTICAL,331.2,443.0,--,56916.27119209,12898,HAP,--,POLYGON 149.15598391142717 50.98534781135617 149.0865690316588 50.99611871735459 149.09234051732724 51.01813169068346 149.162294364684 51.007533291938564 149.15598391142717 50.98534781135617 POLYGON 149.16229462256356 51.007874464101434 149.09249773173335 51.018450898529295 149.09836213872765 51.040771756109066 149.16873395277406 51.03038972812135 149.16229462256356 51.007874464101434,mast:HST/product/hst_12898_17_wfc3_uvis_f390w_ibzi17_drc.jpg,mast:HST/product/hst_12898_17_wfc3_uvis_f390w_ibzi17_drc.fits,PUBLIC,False,,26579209,938738010,331.2,443.0
science,HST,HAP-SVM,WFC3/UVIS,HAP,detection,--,SDSS-J095629.78+510006.6,GALAXY;GRAVITATIONAL LENS,hst_12898_17_wfc3_uvis_total_ibzi17,149.1240833333,51.00183333333,image,"Koopmans, Leon",3,56551.10757602,56551.13868692,2292.0,--,,,--,56916.27119209,12898,HAP,--,POLYGON 149.1559139611198 50.9853148118413 149.08660393724747 50.9961957683547 149.0923230639249 51.018076657703276 149.09256795840332 51.01812075264604 149.16225937470026 51.00752229684736 149.1559139611198 50.9853148118413 POLYGON 149.16245209974417 51.00795145576605 149.0925152019656 51.01848392037612 149.09836213872765 51.040771756109066 149.16880391113554 51.030345681103995 149.16245209974417 51.00795145576605,mast:HST/product/hst_12898_17_wfc3_uvis_total_ibzi17_drc.jpg,mast:HST/product/hst_12898_17_wfc3_uvis_total_ibzi17_drc.fits,PUBLIC,False,,26579217,938738051,,
science,HST,HAP-SVM,WFC3/UVIS,HAP,F390W,OPTICAL,SDSS-J073728.44+321618.6,GALAXY;GRAVITATIONAL LENS,hst_12898_04_wfc3_uvis_f390w_ibzi04,114.3685,32.27183333333,image,"Koopmans, Leon",3,56319.05692228,56319.13279022,2260.0,OPTICAL,331.2,443.0,--,56684.27578699,12898,HAP,--,POLYGON 114.37668085380558 32.230400831492595 114.32845699279454 32.25045994535861 114.33907017430246 32.27149401628815 114.3868733897648 32.251298881622425 114.37668085380558 32.230400831492595 POLYGON 114.3870686734598 32.25161800604527 114.33921327707215 32.2717801877664 114.34966223248777 32.29257121837409 114.39712268779604 32.27220710521152 114.3870686734598 32.25161800604527,mast:HST/product/hst_12898_04_wfc3_uvis_f390w_ibzi04_drc.jpg,mast:HST/product/hst_12898_04_wfc3_uvis_f390w_ibzi04_drc.fits,PUBLIC,False,,26579218,938741083,331.2,443.0
science,HST,HAP-SVM,WFC3/UVIS,HAP,detection,--,SDSS-J073728.44+321618.6,GALAXY;GRAVITATIONAL LENS,hst_12898_04_wfc3_uvis_total_ibzi04,114.3685,32.27183333333,image,"Koopmans, Leon",3,56319.05692228,56319.13279022,2260.0,--,,,--,56684.27578699,12898,HAP,--,POLYGON 114.37671988967159 32.23043384397853 114.32845699279454 32.25045994535861 114.33907018305482 32.271460999624686 114.38686036783173 32.251265867392085 114.37671988967159 32.23043384397853 POLYGON 114.38700360382748 32.251607012743456 114.33918721556238 32.2718902384029 114.34963619731623 32.29254920450296 114.39708361419801 32.27214108234387 114.38700360382748 32.251607012743456,mast:HST/product/hst_12898_04_wfc3_uvis_total_ibzi04_drc.jpg,mast:HST/product/hst_12898_04_wfc3_uvis_total_ibzi04_drc.fits,PUBLIC,False,,26579225,938741140,,
science,HST,HAP-SVM,WFC3/UVIS,HAP,F390W,OPTICAL,SDSS-J090315.19+411609.2,GALAXY;GRAVITATIONAL LENS,hst_12898_08_wfc3_uvis_f390w_ibzi08,135.8132916667,41.26922222222,image,"Koopmans, Leon",3,56372.61846281,56372.64934223,2272.0,OPTICAL,331.2,443.0,--,56737.90848376,12898,HAP,--,POLYGON 135.85338185702017 41.23966386356826 135.79378740183253 41.23190848867087 135.7869431271921 41.25417116498366 135.84629341106512 41.26162197700441 135.85338185702017 41.23966386356826 POLYGON 135.84623498726694 41.2619301474894 135.78688441497883 41.2545123220584 135.7802405653744 41.276543537172 135.83925879843198 41.28363467229172 135.84623498726694 41.2619301474894,mast:HST/product/hst_12898_08_wfc3_uvis_f390w_ibzi08_drc.jpg,mast:HST/product/hst_12898_08_wfc3_uvis_f390w_ibzi08_drc.fits,PUBLIC,False,,26580352,938741191,331.2,443.0
science,HST,HAP-SVM,WFC3/UVIS,HAP,detection,--,SDSS-J090315.19+411609.2,GALAXY;GRAVITATIONAL LENS,hst_12898_08_wfc3_uvis_total_ibzi08,135.8132916667,41.26922222222,image,"Koopmans, Leon",3,56372.61846281,56372.64934223,2272.0,--,,,--,56737.90848376,12898,HAP,--,POLYGON 135.85330865930433 41.23963087010124 135.79369957778422 41.23196349898105 135.7870163226775 41.25417118381668 135.8462933961138 41.261588960342266 135.85330865930433 41.23963087010124 POLYGON 135.84616178308556 41.26193016616236 135.78679652952331 41.25462235489297 135.78016736329946 41.2765104973811 135.83925877563397 41.28356863897661 135.84616178308556 41.26193016616236,mast:HST/product/hst_12898_08_wfc3_uvis_total_ibzi08_drc.jpg,mast:HST/product/hst_12898_08_wfc3_uvis_total_ibzi08_drc.fits,PUBLIC,False,,26580366,938741249,,
science,HST,HAP-SVM,WFC3/UVIS,HAP,F390W,OPTICAL,SDSS-J090315.19+411609.2,GALAXY;GRAVITATIONAL LENS,hst_12898_05_wfc3_uvis_f390w_ibzi05,135.8132916667,41.26922222222,image,"Koopmans, Leon",3,56371.5066917,56371.56864779,2272.0,OPTICAL,331.2,443.0,--,56737.61795127,12898,HAP,--,POLYGON 135.85338120281705 41.239663362207395 135.7937867480865 41.23190798730995 135.78694247349873 41.25417066362277 135.84629275691617 41.26162147564352 135.85338120281705 41.239663362207395 POLYGON 135.84623433311845 41.261929646128515 135.78698623549982 41.25451184710299 135.78679588087252 41.25461084797808 135.78016670965832 41.27650999602023 135.83925814433692 41.28363417093082 135.84623433311845 41.261929646128515,mast:HST/product/hst_12898_05_wfc3_uvis_f390w_ibzi05_drc.jpg,mast:HST/product/hst_12898_05_wfc3_uvis_f390w_ibzi05_drc.fits,PUBLIC,False,,26580593,938741341,331.2,443.0
science,HST,HAP-SVM,WFC3/UVIS,HAP,detection,--,SDSS-J090315.19+411609.2,GALAXY;GRAVITATIONAL LENS,hst_12898_05_wfc3_uvis_total_ibzi05,135.8132916667,41.26922222222,image,"Koopmans, Leon",3,56371.5066917,56371.56864779,2272.0,--,,,--,56737.61795127,12898,HAP,--,POLYGON 135.8532933692644 41.23963037337271 135.79369892403886 41.231962997620144 135.78701566898354 41.25417068245578 135.84629274196485 41.26158845898138 135.8532933692644 41.23963037337271 POLYGON 135.84616112893764 41.26192966480147 135.78679587583107 41.25462185353208 135.7802399117327 41.276543035811144 135.8392581215389 41.28356813761569 135.84616112893764 41.26192966480147,mast:HST/product/hst_12898_05_wfc3_uvis_total_ibzi05_drc.jpg,mast:HST/product/hst_12898_05_wfc3_uvis_total_ibzi05_drc.fits,PUBLIC,False,,26580629,938741410,,
science,HST,HAP-SVM,WFC3/UVIS,HAP,F390W,OPTICAL,SDSS-J090315.19+411609.2,GALAXY;GRAVITATIONAL LENS,hst_12898_06_wfc3_uvis_f390w_ibzi06,135.8132916667,41.26922222222,image,"Koopmans, Leon",3,56371.62171503,56371.65259445,2272.0,OPTICAL,331.2,443.0,--,56737.13439807,12898,HAP,--,POLYGON 135.85338188646605 41.2396638515309 135.79378743128936 41.2319084766335 135.7869431566502 41.25417115294629 135.84629344051234 41.26162196496706 135.85338188646605 41.2396638515309 POLYGON 135.78735287820047 41.25455645220635 135.78679656402292 41.2546113373016 135.78024059483377 41.27654352513465 135.83925882788046 41.28363466025437 135.84620572510352 41.26190813181869 135.78735287820047 41.25455645220635,mast:HST/product/hst_12898_06_wfc3_uvis_f390w_ibzi06_drc.jpg,mast:HST/product/hst_12898_06_wfc3_uvis_f390w_ibzi06_drc.fits,PUBLIC,False,,26580596,938741433,331.2,443.0
science,HST,HAP-SVM,WFC3/UVIS,HAP,detection,--,SDSS-J090315.19+411609.2,GALAXY;GRAVITATIONAL LENS,hst_12898_06_wfc3_uvis_total_ibzi06,135.8132916667,41.26922222222,image,"Koopmans, Leon",3,56371.62171503,56371.65259445,2272.0,--,,,--,56737.13439807,12898,HAP,--,POLYGON 135.85330868875022 41.23963085806389 135.79388986621836 41.2319195024619 135.793655662144 41.23208453926909 135.78701635213557 41.25417117177932 135.84629342556093 41.26158894830491 135.85330868875022 41.23963085806389 POLYGON 135.84616181253278 41.261930154125 135.78679655898145 41.25462234285561 135.7801673927588 41.27651048534374 135.8392588050824 41.28356862693923 135.84616181253278 41.261930154125,mast:HST/product/hst_12898_06_wfc3_uvis_total_ibzi06_drc.jpg,mast:HST/product/hst_12898_06_wfc3_uvis_total_ibzi06_drc.fits,PUBLIC,False,,26580631,938741493,,
science,HST,HAP-SVM,WFC3/UVIS,HAP,F390W,OPTICAL,SDSS-J090315.19+411609.2,GALAXY;GRAVITATIONAL LENS,hst_12898_10_wfc3_uvis_f390w_ibzi10,135.8132916667,41.26922222222,image,"Koopmans, Leon",3,56372.76168022,56372.83073112,2272.0,OPTICAL,331.2,443.0,--,56738.04234957,12898,HAP,--,POLYGON 135.85338121982664 41.239663911732514 135.7937867645951 41.23190853683512 135.78701567042188 41.254204248643006 135.8462927738664 41.26162202516867 135.85338121982664 41.239663911732514 POLYGON 135.84623435006816 41.261930195653655 135.78700089112462 41.25451240039292 135.78679589732215 41.254611397503204 135.78018142557784 41.27641150020626 135.78050350382 41.276576684892554 135.83925816122806 41.28363472045599 135.84623435006816 41.261930195653655,mast:HST/product/hst_12898_10_wfc3_uvis_f390w_ibzi10_drc.jpg,mast:HST/product/hst_12898_10_wfc3_uvis_f390w_ibzi10_drc.fits,PUBLIC,False,,26580408,938741570,331.2,443.0
science,HST,HAP-SVM,WFC3/UVIS,HAP,detection,--,SDSS-J090315.19+411609.2,GALAXY;GRAVITATIONAL LENS,hst_12898_10_wfc3_uvis_total_ibzi10,135.8132916667,41.26922222222,image,"Koopmans, Leon",3,56372.76168022,56372.83073112,2272.0,--,,,--,56738.04234957,12898,HAP,--,POLYGON 135.85330802211075 41.23963091826549 135.79369894054673 41.23196354714532 135.78701568543502 41.25417123198093 135.84629275891504 41.26158900850652 135.85330802211075 41.23963091826549 POLYGON 135.84616114588673 41.26193021432661 135.7867958922807 41.254622403057226 135.78023992812695 41.276543585336256 135.83925813843007 41.283568687140864 135.84616114588673 41.26193021432661,mast:HST/product/hst_12898_10_wfc3_uvis_total_ibzi10_drc.jpg,mast:HST/product/hst_12898_10_wfc3_uvis_total_ibzi10_drc.fits,PUBLIC,False,,26580425,938741620,,
science,HST,HAP-SVM,WFC3/UVIS,HAP,F390W,OPTICAL,SDSS-J091205.31+002901.1,GALAXY;GRAVITATIONAL LENS,hst_12898_15_wfc3_uvis_f390w_ibzi15,138.022125,0.4836666666667,image,"Koopmans, Leon",3,56429.37319776,56429.40412348,2276.0,OPTICAL,331.2,443.0,--,56794.5783564,12898,HAP,--,POLYGON 138.0571599790139 0.4605022002100176 138.01467719430428 0.4443461028672104 138.00539917006319 0.46525663379721105 138.0477389839773 0.4810385993945652 138.0571599790139 0.4605022002100176 POLYGON 138.0475738956154 0.481291727660276 138.0052891100166 0.4655427778850952 137.99613209741955 0.4860570966845802 137.99622014418608 0.4862441914897738 138.03832893809317 0.5016410193779989 138.0475738956154 0.481291727660276,mast:HST/product/hst_12898_15_wfc3_uvis_f390w_ibzi15_drc.jpg,mast:HST/product/hst_12898_15_wfc3_uvis_f390w_ibzi15_drc.fits,PUBLIC,False,,26580341,938741685,331.2,443.0
science,HST,HAP-SVM,WFC3/UVIS,HAP,detection,--,SDSS-J091205.31+002901.1,GALAXY;GRAVITATIONAL LENS,hst_12898_15_wfc3_uvis_total_ibzi15,138.022125,0.4836666666667,image,"Koopmans, Leon",3,56429.37319776,56429.40412348,2276.0,--,,,--,56794.5783564,12898,HAP,--,POLYGON 138.0571599790139 0.4605022002100176 138.01467719430428 0.4443461028672104 138.0054101760808 0.4652236171664944 138.04774998981839 0.48100558269662735 138.0571599790139 0.4605022002100176 POLYGON 138.0476069136423 0.4813577608862054 138.00527810399794 0.46557579451562725 137.9961210908429 0.48620016882978473 138.03839497381546 0.5015639803907147 138.0476069136423 0.4813577608862054,mast:HST/product/hst_12898_15_wfc3_uvis_total_ibzi15_drc.jpg,mast:HST/product/hst_12898_15_wfc3_uvis_total_ibzi15_drc.fits,PUBLIC,False,,26580343,938741747,,
