sim,C390,C814,ratio,C814_gt_C390
56,0.08594969704366867,0.09621829121873943,1.1194721392659892,True
57,0.15469058532603341,0.1620572686827289,1.0476220536703582,True
58,0.19755704797983506,0.2116661710727148,1.0714179688204284,True
59,0.13660434148011294,0.14893134770763822,1.090238758841496,True
60,0.11911039078546445,0.12283174175937775,1.0312428743569149,True
61,0.3522043596508755,0.364277527422581,1.0342788708909598,True
62,0.11943303031137381,0.13570849075363847,1.1362726910623713,True
63,0.25240224350791807,0.2571985224787276,1.0190025211509621,True
64,0.20204806938441477,0.218218409587439,1.0800321440946743,True
65,0.09149695998447759,0.10561248291638528,1.1542731357883627,True
66,0.2640119824901394,0.2692740601285499,1.0199312076246654,True
67,0.2562809518059507,0.27227767155033084,1.0624186839936995,True
68,0.17282197952884418,0.18477948530748517,1.0691897281308786,True
69,0.12969817553991655,0.1259875288429616,0.9713901395951947,False
70,0.21368254438983528,0.2229871443711039,1.0435440340147468,True
71,0.14998890095625003,0.16076851491603167,1.0718694109434532,True
72,0.10071154276278348,0.10921310192044593,1.084414943157877,True
73,0.30398137326480096,0.3089613128541684,1.016382384012159,True
74,0.18051493799973223,0.19468784229742056,1.078513747697209,True
75,0.18660925191718375,0.20421109096786613,1.0943245786039268,True
76,0.11562475278955019,0.11967494696774283,1.0350287812987973,True
77,0.11792729509832682,0.11574259034054901,0.9814741383158477,False
78,0.14586304055136892,0.15307272747773534,1.0494277844415794,True
79,0.2182948748799676,0.22376536696495605,1.0250601031654842,True
80,0.08390419061163733,0.08623289526225782,1.0277543306674541,True
81,0.22734802643266594,0.2406545523962983,1.0585293225211847,True
82,0.18453740170367686,0.18507051078558537,1.00288889448419,True
83,0.2687533879128027,0.28028824809457953,1.0429198689228034,True
84,0.18661229998863077,0.19980794921583236,1.0707115727527368,True
85,0.2765036011156515,0.2888554504870504,1.0446715678261007,True
86,0.2269189450873951,0.2363587073857938,1.0415997099526577,True
87,0.15739687598463326,0.15427792890749598,0.9801841868993525,False
88,0.14081313624596217,0.15095763431552117,1.0720422706290649,True
89,0.20284932248214618,0.2251248503326346,1.1098131735315457,True
90,0.2519016298300694,0.2675516459432935,1.0621274904961173,True
91,0.2927432644106194,0.30330650729367425,1.036083641085037,True
92,0.19873644163726478,0.20342598684292532,1.0235968057344003,True
93,0.12155795715933004,0.12269213924359561,1.0093303812499823,True
94,0.1778775143713691,0.19584217220951117,1.1009945405501667,True
95,0.3631250432521251,0.37423217597701924,1.0305876252032065,True
96,0.2446829687043863,0.2599013242983158,1.062196219354832,True
97,0.23508446637338973,0.24476820833470744,1.0411926066860446,True
98,0.13838520682425162,0.14433890600269067,1.0430226562149827,True
99,0.20190712453847076,0.20355232240221705,1.0081482902968726,True
100,0.2792239512434305,0.28946581680967265,1.0366797530105616,True
101,0.13118785900012803,0.1411385898603921,1.0758510043239167,True
102,0.0818124020053098,0.08551263642528724,1.0452282823787191,True
103,0.1601808660993696,0.16054445894329963,1.0022698893618447,True
104,0.11015622437738594,0.11871003036931267,1.0776515901872428,True
105,0.22443581182908554,0.23562952045914287,1.0498748775377331,True
106,0.17662585038729284,0.18796352099549027,1.0641903242551245,True
107,0.30474488047728476,0.3290353015311765,1.0797073966126964,True
108,0.2620650385741878,0.2785043040049385,1.0627297159521603,True
109,0.22528926969077998,0.2256774973369991,1.001723240732912,True
110,0.33670588216615377,0.3494548134097612,1.0378637021770716,True
111,0.15555602522420411,0.16666912382615584,1.071441132453303,True
112,0.09684806216018546,0.10135697383492105,1.0465565502723009,True
113,0.09141279082666856,0.1052066424081651,1.1508962964236769,True
114,0.3105789399306113,0.3353640419295294,1.0798029061611696,True
115,0.20458950693956546,0.22218769345832878,1.0860170532790898,True
116,0.1567820144027355,0.16203829229967753,1.033526026036634,True
117,0.2680415645050539,0.2638575713913948,0.9843905062956003,False
118,0.20712270291957566,0.227007653648817,1.0960056548555304,True
119,0.13297408606591085,0.15020312752735512,1.1295669101489776,True
120,0.11510610563133881,0.12001368508578769,1.0426352661966243,True
121,0.3049187159998361,0.31674568545237797,1.0387872860272316,True
122,0.23245486874268736,0.24533310388076812,1.0554010127115734,True
123,0.09527285783608364,0.10394411491158195,1.091014978163216,True
124,0.18960996111842493,0.2230352970446829,1.176284704290306,True
125,0.26554460702327526,0.27545592903392674,1.037324508758646,True
